Trial,Rule,Result,Probability,PC1,PC2,PC3,Site,Excluded
9,13,Reef,0.888,'<= 0.417,'-1.294 < x <= 0.285,'<= -0.001,"A, E, F, H, I, L","B, C, D, G, J, K"
9,14,Reef,0.8280000000000001,'> 0.754,'<= 0.142,'<= 0.098,"A, C, D, F, L","B, E, G, H, I, J, K"
9,15,Reef,0.8280000000000001,'<= -2.61,'<= 0.507,"",Any,None
9,16,Reef,0.8190000000000001,'<= 0.665,'<= 0.565,'> -0.025,C,"A, B, D, E, F, G, H, I, J, K, L"
9,17,Reef,0.811,'<= 2.95,"",'-0.231 < x <= -0.223,"A, B, D, E, F, G, I, J, K, L","C, H"
9,18,Reef,0.803,'0.754 < x <= 2.95,'<= 0.574,'0.089 < x <= 0.098,"A, C, D, F, I, J, L","B, E, G, H, K"
9,19,Reef,0.7939999999999999,"","",'-0.317 < x <= -0.272,Any,None
9,20,Reef,0.7929999999999999,'<= 0.417,'> 0.161,'> -0.001,"A, B, C, E, F, H, I, J, K, L","D, G"
9,21,Reef,0.7919999999999999,'-2.61 < x <= -2.043,'0.201 < x <= 0.285,'> -0.103,Any,None
9,22,Reef,0.7859999999999999,'<= -0.513,'> -1.294,"","E, F, H, I, J, K, L","A, B, C, D, G"
9,23,Reef,0.772,"","",'> 0.376,Any,None
9,24,Reef,0.765,'> 0.665,'> 0.415,'<= 0.145,G,"A, B, C, D, E, F, H, I, J, K, L"
9,25,Reef,0.747,'<= 0.35,'-1.294 < x <= 0.285,'-0.103 < x <= -0.091,"A, B, D, E, F, G, H, I, J, K, L",C
9,26,Reef,0.715,'<= 0.665,"","",B,"A, C, D, E, F, G, H, I, J, K, L"
9,27,Reef,0.692,'0.665 < x <= 1,'> -1.356,'> -0.317,E,"A, B, C, D, F, G, H, I, J, K, L"
9,28,Reef,0.691,'<= 0.656,'> -1.294,'> 0.165,Any,None
9,29,Reef,0.6859999999999999,'0.754 < x <= 2.95,'<= 0.574,'-0.317 < x <= -0.158,"A, B, D, F, G, I, J, K, L","C, E, H"
9,30,Reef,0.6809999999999999,"",'> 0.574,"",Any,None
9,31,Reef,0.6649999999999999,'<= 0.417,'0.285 < x <= 0.354,'> -0.237,"A, B, D, E, F, G, H, I, J, K, L",C
9,32,Reef,0.65,'0.754 < x <= 2.619,'<= 0.574,'-0.317 < x <= 0.098,"A, F, L","B, C, D, E, G, H, I, J, K"
9,33,Reef,0.603,'<= 0.665,'<= -1.553,'<= 0.205,Any,None
9,34,Reef,0.584,'0.417 < x <= 0.665,'-1.294 < x <= 0.507,'<= 0.165,"A, E, F, G, H, I, L","B, C, D, J, K"
9,35,Reef,0.557,"","","",J,"A, B, C, D, E, F, G, H, I, K, L"
9,36,Reef,0.555,"","","",K,"A, B, C, D, E, F, G, H, I, J, L"
10,1,Sand,0.8750000000000001,'> -1.21,'<= 0.349,'<= 0.172,B,"A, C, D, E, F, G, H, I, J, K, L"
10,2,Sand,0.777,'> 0.236,'<= 0.39,"",D,"A, B, C, E, F, G, H, I, J, K, L"
10,3,Sand,0.732,'<= -1.21,'<= -1.739,'> -0.16,Any,None
10,4,Sand,0.639,'0.15 < x <= 1.064,'<= -1.444,'> -0.353,"A, B, C, D, E, F, G, I, J, K, L",H
10,5,Sand,0.593,"",'-1.739 < x <= -0.394,'> -0.16,"A, B, C, D, E, F, G, I, J, K, L",H
10,6,Sand,0.5630000000000001,'-1.21 < x <= -0.666,'<= 0.571,'<= 0.172,"A, B, E, F, G, K","C, D, H, I, J, L"
10,7,Sand,0.549,"","",'> 0.048,G,"A, B, C, D, E, F, H, I, J, K, L"
10,8,Sand,0.543,"",'<= 0.39,"",D,"A, B, C, E, F, G, H, I, J, K, L"
10,9,Sand,0.505,"","","","A, B, C, E, F, G, H, I, J, K, L",D
10,10,Reef,0.935,"",'> 0.39,"",D,"A, B, C, E, F, G, H, I, J, K, L"
10,11,Reef,0.932,"",'> 0.256,"",L,"A, B, C, D, E, F, G, H, I, J, K"
10,12,Reef,0.913,'<= -1.21,'> -0.394,'> 0.142,Any,None
10,13,Reef,0.906,'<= -0.882,'> -0.009,"",L,"A, B, C, D, E, F, G, H, I, J, K"
10,14,Reef,0.8660000000000001,"",'> 0.262,"",K,"A, B, C, D, E, F, G, H, I, J, L"
10,15,Reef,0.8630000000000001,'-0.666 < x <= -0.218,'> 0.349,"",Any,None
10,16,Reef,0.8620000000000001,'<= -1.21,'> -0.394,"","A, B, C, D, E, F, H, I, J, K, L",G
10,17,Reef,0.8370000000000001,"","",'<= -0.353,Any,None
10,18,Reef,0.8180000000000001,'> 1.146,'<= -1.645,'> -0.317,"A, B, C, D, E, F, G, I, J, K, L",H
10,19,Reef,0.807,'<= -0.218,'> -1.364,'> 0.172,"A, B, C, D, E, F, G, H, J, K","I, L"
10,20,Reef,0.764,'<= 2.713,'> 0.262,'<= 0.145,I,"A, B, C, D, E, F, G, H, J, K, L"
10,21,Reef,0.724,'<= -1.21,"",'<= 0.048,Any,None
10,22,Reef,0.721,'<= 0.15,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
10,23,Reef,0.71,"","",'<= -0.193,C,"A, B, D, E, F, G, H, I, J, K, L"
10,24,Reef,0.705,'<= 0.644,'> 0.344,"",Any,None
10,25,Reef,0.7,'<= 0.15,"","",C,"A, B, D, E, F, G, H, I, J, K, L"
10,26,Reef,0.652,'0.15 < x <= 0.967,'> 0.262,'> -0.317,"A, E, F, G, H, I, J, K, L","B, C, D"
10,27,Reef,0.644,'0.15 < x <= 2.713,'<= 0.135,'<= 0.145,"A, C, D, F, G","B, E, H, I, J, K, L"
10,28,Reef,0.641,'0.15 < x <= 1.064,'> -1.444,'-0.317 < x <= 0.145,"A, E, F, H, I","B, C, D, G, J, K, L"
10,29,Reef,0.609,'<= 1.064,"",'<= 0.145,"A, D, E, F, I","B, C, G, H, J, K, L"
10,30,Reef,0.597,'1.549 < x <= 2.713,'> 0.262,'<= 0.049,"A, E, F, G, H, J, K, L","B, C, D, I"
10,31,Reef,0.586,'-0.218 < x <= 0.15,'> -2.229,"","A, B, D, E, F, G, H, I, K","C, J, L"
10,32,Reef,0.5730000000000001,"",'> -2.229,"",H,"A, B, C, D, E, F, G, I, J, K, L"
11,1,Sand,0.895,'-0.359 < x <= -0.352,"","",Any,None
11,2,Sand,0.8720000000000001,'> -0.359,'<= 0.095,"",J,"A, B, C, D, E, F, G, H, I, K, L"
11,3,Sand,0.803,'0.785 < x <= 2.524,'0.095 < x <= 0.435,'> 0.057,"A, C, D, E, F, G, H, I, J, K, L",B
11,4,Sand,0.7809999999999999,'> 2.524,'<= 0.435,"",Any,None
11,5,Sand,0.726,'> -0.359,'<= 0.435,"",C,"A, B, D, E, F, G, H, I, J, K, L"
11,6,Sand,0.64,'> -0.359,'> 0.435,'> -0.013,"A, C, E, F, G, H, I, J, K, L","B, D"
11,7,Sand,0.629,'1.436 < x <= 3.423,'> 0.435,"","A, C, E, F, H, I, J, K, L","B, D, G"
11,8,Sand,0.611,'> -0.359,'-1.654 < x <= -1.211,'<= 0.041,Any,None
11,9,Sand,0.5670000000000001,'> -2.61,'<= 0.201,"",G,"A, B, C, D, E, F, H, I, J, K, L"
11,10,Sand,0.528,"","",'> -0.124,Any,None
11,11,Reef,0.993,'<= -0.359,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
11,12,Reef,0.991,'<= -0.359,'> -0.967,"",E,"A, B, C, D, F, G, H, I, J, K, L"
11,13,Reef,0.915,'<= -0.359,'-0.577 < x <= -0.177,"",Any,None
11,14,Reef,0.881,"","",'<= -0.105,D,"A, B, C, E, F, G, H, I, J, K, L"
11,15,Reef,0.8410000000000001,'<= -2.61,'<= 0.433,"",Any,None
11,16,Reef,0.8290000000000001,'<= -0.359,"",'<= -0.124,Any,None
11,17,Reef,0.775,'<= -0.359,'> 0.002,"","A, C, E, F, H, I, J, K, L","B, D, G"
11,18,Reef,0.72,'<= 1.941,'> -1.211,'<= 0.034,"E, F, H, I","A, B, C, D, G, J, K, L"
11,19,Reef,0.717,'-0.352 < x <= 2.524,"",'> 0.046,E,"A, B, C, D, F, G, H, I, J, K, L"
11,20,Reef,0.714,'<= 0.785,'> 0.095,'> 0.057,"A, C, D, E, F, G, H, I, J, K, L",B
11,21,Reef,0.6869999999999999,'<= 1.834,'> 0.095,'> 0.057,"A, C, D, E, F, G, H, I, J, K, L",B
11,22,Reef,0.657,'<= 2.524,"",'0.041 < x <= 0.046,"A, E, F, G, H, I, J, K, L","B, C, D"
11,23,Reef,0.657,'<= -0.359,'> 0.201,"",Any,None
11,24,Reef,0.648,'<= 1.834,'-0.44 < x <= 0.095,"","A, C, D, E, F, G, H","B, I, J, K, L"
11,25,Reef,0.646,'<= 1.941,"",'0.036 < x <= 0.041,"A, C, D, E, F, G, H, I, L","B, J, K"
11,26,Reef,0.609,"",'> 0.435,"",Any,None
11,27,Reef,0.584,"",'<= -1.654,'<= 0.034,Any,None
11,28,Reef,0.519,'<= 2.524,"",'<= 0.041,"A, B, D, E, F, G, H, I, J, K, L",C
12,1,Sand,0.911,'> -0.136,'<= 0.335,"",B,"A, C, D, E, F, G, H, I, J, K, L"
12,2,Sand,0.8200000000000001,'> -0.136,'<= 0.335,"",D,"A, B, C, E, F, G, H, I, J, K, L"
12,3,Sand,0.7969999999999999,'> 3.052,'<= 0.639,"","A, B, C, D, E, F, G, H, I, J, L",K
12,4,Sand,0.748,'> 1.874,'<= 0.639,"",B,"A, C, D, E, F, G, H, I, J, K, L"
12,5,Sand,0.71,'<= -0.136,'0.433 < x <= 0.524,'> -0.132,G,"A, B, C, D, E, F, H, I, J, K, L"
12,6,Sand,0.692,'> 1.874,'0.335 < x <= 0.47,'> -0.26,"A, B, C, D, E, F, G, H, I, J","K, L"
12,7,Sand,0.6829999999999999,'> -0.136,'0.227 < x <= 0.269,"",G,"A, B, C, D, E, F, H, I, J, K, L"
12,8,Sand,0.6829999999999999,'> 1.388,'0.227 < x <= 0.335,'> -0.26,"A, B, C, D, E, F, G, H, I, J","K, L"
12,9,Sand,0.6799999999999999,'> 1.543,'<= 0.227,"","B, C, D, E, F, G, H, I, J, K, L",A
12,10,Sand,0.6709999999999999,'> -0.136,"",'> -0.26,C,"A, B, D, E, F, G, H, I, J, K, L"
12,11,Sand,0.6689999999999999,'0.459 < x <= 1.447,'-2.135 < x <= 0.227,'> -0.116,"B, C, D, E, F, G, H, I, J, K, L",A
12,12,Sand,0.659,'> -2.389,'<= 0.346,'> -0.132,C,"A, B, D, E, F, G, H, I, J, K, L"
12,13,Sand,0.63,'<= -0.245,'0.205 < x <= 0.524,'-0.132 < x <= -0.036,G,"A, B, C, D, E, F, H, I, J, K, L"
12,14,Sand,0.627,'-1.931 < x <= -0.904,'<= -0.574,'> -0.132,Any,None
12,15,Sand,0.6,'-0.136 < x <= 0.459,"","",G,"A, B, C, D, E, F, H, I, J, K, L"
12,16,Sand,0.548,"",'<= 0.207,"",Any,None
12,17,Reef,0.996,'<= -2.389,"","","A, B, C, D, E, F, H, I, J, K, L",G
12,18,Reef,0.996,'<= -2.147,"","","A, B, E, F, H, I, J, K, L","C, D, G"
12,19,Reef,0.905,"",'> 0.227,"",K,"A, B, C, D, E, F, G, H, I, J, L"
12,20,Reef,0.897,"",'> 0.639,"","A, B, D, E, F, G, H, I, J, K, L",C
12,21,Reef,0.887,'<= -0.136,"",'<= -0.011,"A, B, E, F, I, J, K, L","C, D, G, H"
12,22,Reef,0.805,'<= 0.459,'> -2.135,'0.188 < x <= 0.205,"B, C, D, E, F, H, J, K, L","A, G, I"
12,23,Reef,0.7879999999999999,'<= -0.452,'> -0.574,"","E, F, H, I, J, K, L","A, B, C, D, G"
12,24,Reef,0.7879999999999999,"",'> 0.227,"",L,"A, B, C, D, E, F, G, H, I, J, K"
12,25,Reef,0.773,'<= -0.136,'0.201 < x <= 0.205,"",G,"A, B, C, D, E, F, H, I, J, K, L"
12,26,Reef,0.765,"",'> 0.227,'<= -0.26,Any,None
12,27,Reef,0.729,'> -0.136,'-2.237 < x <= -2.135,"",Any,None
12,28,Reef,0.717,'<= 3.052,'> 0.47,"","A, B, D, E, F, G, H, I, J, K, L",C
12,29,Reef,0.6769999999999999,'<= 0.355,'> 0.109,'> -0.007,"C, E, F, H, I, J, K, L","A, B, D, G"
12,30,Reef,0.6759999999999999,'-0.136 < x <= 1.874,'> 0.335,'> -0.26,"A, B, D, E, F, G, H, I, J, K, L",C
12,31,Reef,0.615,'<= -0.136,"","",H,"A, B, C, D, E, F, G, I, J, K, L"
12,32,Reef,0.605,'<= 0.459,"","",E,"A, B, C, D, F, G, H, I, J, K, L"
12,33,Reef,0.595,'<= 0.459,"","",I,"A, B, C, D, E, F, G, H, J, K, L"
12,34,Reef,0.5680000000000001,'<= -0.136,'<= 0.186,"",G,"A, B, C, D, E, F, H, I, J, K, L"
12,35,Reef,0.509,'<= 1.543,"","",Any,None
13,1,Sand,0.921,'> -0.27,'<= 0.063,"",J,"A, B, C, D, E, F, G, H, I, K, L"
13,2,Sand,0.8780000000000001,'> 0.982,"",'> -0.168,D,"A, B, C, E, F, G, H, I, J, K, L"
13,3,Sand,0.8580000000000001,'> -0.895,'<= 0.349,'> -0.065,D,"A, B, C, E, F, G, H, I, J, K, L"
13,4,Sand,0.8400000000000001,'-0.27 < x <= 1.545,'-1.009 < x <= -0.414,'> -0.162,Any,None
13,5,Sand,0.8360000000000001,'-0.895 < x <= 1.545,'<= 0.393,'-0.168 < x <= -0.162,"A, B, C, E, F, G, H, I, J, K, L",D
13,6,Sand,0.8270000000000001,'-3.534 < x <= -0.947,'0.41 < x <= 0.524,'> -0.043,G,"A, B, C, D, E, F, H, I, J, K, L"
13,7,Sand,0.811,'> 0.456,'<= 0.181,"",L,"A, B, C, D, E, F, G, H, I, J, K"
13,8,Sand,0.779,'> 0.712,'<= 0.31,"",J,"A, B, C, D, E, F, G, H, I, K, L"
13,9,Sand,0.776,'> -0.895,'<= 0.393,'> -0.168,B,"A, C, D, E, F, G, H, I, J, K, L"
13,10,Sand,0.758,'> 1.545,"",'> -0.11,C,"A, B, D, E, F, G, H, I, J, K, L"
13,11,Sand,0.741,'2.658 < x <= 3.48,"",'<= 0.024,"A, B, D, E, F, G, H, I, J, L","C, K"
13,12,Sand,0.712,'> 1.545,"",'> 0.024,"A, B, C, D, E, F, G, H, I, J, L",K
13,13,Sand,0.699,'> 1.545,"",'> -0.11,H,"A, B, C, D, E, F, G, I, J, K, L"
13,14,Sand,0.692,'> -0.118,'<= 0.191,"",J,"A, B, C, D, E, F, G, H, I, K, L"
13,15,Sand,0.6859999999999999,'> 1.545,"",'-0.168 < x <= -0.11,"A, B, C, E, F, G, H, I, J, L","D, K"
13,16,Sand,0.6729999999999999,'> -0.895,'<= 0.393,'> -0.158,C,"A, B, D, E, F, G, H, I, J, K, L"
13,17,Sand,0.659,'> -0.895,'<= 0.181,'> 0.016,L,"A, B, C, D, E, F, G, H, I, J, K"
13,18,Sand,0.658,'> -0.895,'<= 0.393,'> -0.037,I,"A, B, C, D, E, F, G, H, J, K, L"
13,19,Sand,0.654,'-0.895 < x <= -0.27,'<= -1.317,'> -0.158,Any,None
13,20,Sand,0.629,'> 2.121,"",'<= -0.168,Any,None
13,21,Sand,0.625,'> -0.27,'<= 0.31,"",K,"A, B, C, D, E, F, G, H, I, J, L"
13,22,Sand,0.609,'-3.534 < x <= -0.947,'<= 0.326,'> -0.043,G,"A, B, C, D, E, F, H, I, J, K, L"
13,23,Sand,0.586,'-0.27 < x <= 1.448,'<= -0.414,'> -0.134,Any,None
13,24,Sand,0.562,'-2.369 < x <= -0.947,'<= 0.524,"",G,"A, B, C, D, E, F, H, I, J, K, L"
13,25,Sand,0.559,'> -0.895,"","",G,"A, B, C, D, E, F, H, I, J, K, L"
13,26,Reef,0.932,'<= -0.118,'> 0.063,"",J,"A, B, C, D, E, F, G, H, I, K, L"
13,27,Reef,0.906,'<= 0.982,'> 0.349,"",D,"A, B, C, E, F, G, H, I, J, K, L"
13,28,Reef,0.8570000000000001,'<= -3.534,"","",Any,None
13,29,Reef,0.811,'-0.895 < x <= 1.545,"",'-0.162 < x <= -0.158,Any,None
13,30,Reef,0.7879999999999999,'<= 0.712,'> 0.191,'> -0.162,"A, B, E, F, H, I, J, K","C, D, G, L"
13,31,Reef,0.7829999999999999,'<= 0.982,"",'<= -0.065,D,"A, B, C, E, F, G, H, I, J, K, L"
13,32,Reef,0.774,'<= -0.895,'0.326 < x <= 0.41,'> -0.043,Any,None
13,33,Reef,0.741,'<= -0.895,"","","A, B, C, D, E, F, H, I, J, K, L",G
13,34,Reef,0.737,'1.448 < x <= 1.545,'<= -1.009,'> -0.168,Any,None
13,35,Reef,0.727,'-0.895 < x <= -0.27,'> -1.317,"","A, E, F, H, J, K","B, C, D, G, I, L"
13,36,Reef,0.6769999999999999,'<= 2.121,"",'<= -0.168,"A, B, C, D, E, F, H, I, J, K, L",G
13,37,Reef,0.6659999999999999,'<= 1.545,'-0.414 < x <= 0.393,'> -0.162,"A, E, F, H","B, C, D, G, I, J, K, L"
13,38,Reef,0.6609999999999999,"",'> 0.181,"",L,"A, B, C, D, E, F, G, H, I, J, K"
13,39,Reef,0.514,"","",'<= 0.024,"A, B, C, E, F, G, H, I, J, K, L",D
14,1,Sand,0.99,'> 0.982,'<= 0.399,"",D,"A, B, C, E, F, G, H, I, J, K, L"
14,2,Sand,0.987,'> -0.059,'<= 0.075,"",J,"A, B, C, D, E, F, G, H, I, K, L"
14,3,Sand,0.919,'0.753 < x <= 1.668,'-1.007 < x <= -0.46,'> -0.261,Any,None
14,4,Sand,0.8670000000000001,'0.753 < x <= 1.668,'<= -0.46,'0.105 < x <= 0.206,Any,None
14,5,Sand,0.8280000000000001,'0.753 < x <= 1.668,'0.028 < x <= 0.269,'<= 0.206,"B, C, D, E, F, H","A, G, I, J, K, L"
14,6,Sand,0.8270000000000001,'0.753 < x <= 0.872,'<= 0.269,'> -0.261,"B, C, D, E, F, G, H, J","A, I, K, L"
14,7,Sand,0.8170000000000001,'-2.61 < x <= -0.585,'-0.122 < x <= 0.001,'0.005 < x <= 0.147,"A, B, C, D, E, F, G, H, J, K","I, L"
14,8,Sand,0.811,'> -0.059,'<= 0.269,'<= -0.025,J,"A, B, C, D, E, F, G, H, I, K, L"
14,9,Sand,0.7979999999999999,'> -0.549,'<= 0.399,'> -0.092,D,"A, B, C, E, F, G, H, I, J, K, L"
14,10,Sand,0.726,'> 1.668,"","",I,"A, B, C, D, E, F, G, H, J, K, L"
14,11,Sand,0.726,'> 2.88,'-0.043 < x <= 0.649,'-0.261 < x <= 0.206,Any,None
14,12,Sand,0.713,'> 1.668,'<= -0.083,'> -0.261,Any,None
14,13,Sand,0.696,'> -0.549,'<= 0.486,'<= 0.206,B,"A, C, D, E, F, G, H, I, J, K, L"
14,14,Sand,0.693,'> 1.668,"",'> -0.261,C,"A, B, D, E, F, G, H, I, J, K, L"
14,15,Sand,0.6839999999999999,'-2.61 < x <= -0.585,'<= 0.382,'> 0.005,D,"A, B, C, E, F, G, H, I, J, K, L"
14,16,Sand,0.6679999999999999,'> -0.549,'<= 0.486,'> -0.192,C,"A, B, D, E, F, G, H, I, J, K, L"
14,17,Sand,0.657,'> 0.232,'<= 0.269,"",J,"A, B, C, D, E, F, G, H, I, K, L"
14,18,Sand,0.651,'-2.61 < x <= -0.585,'<= -0.961,'> 0.005,Any,None
14,19,Sand,0.622,'> -0.549,'0.012 < x <= 0.211,'<= 0.14,L,"A, B, C, D, E, F, G, H, I, J, K"
14,20,Sand,0.615,'> -2.61,'0.37 < x <= 0.382,"",Any,None
14,21,Sand,0.613,'> -0.549,'<= 0.269,'<= 0.206,K,"A, B, C, D, E, F, G, H, I, J, L"
14,22,Sand,0.6,'> -0.059,'<= 0.269,"",I,"A, B, C, D, E, F, G, H, J, K, L"
14,23,Sand,0.531,"","",'> 0.005,Any,None
14,24,Reef,0.92,"",'> 0.399,"",D,"A, B, C, E, F, G, H, I, J, K, L"
14,25,Reef,0.889,"",'> 0.649,"","A, B, D, E, F, G, H, I, J, K, L",C
14,26,Reef,0.8600000000000001,'<= 1.668,'<= 0.486,'<= -0.192,C,"A, B, D, E, F, G, H, I, J, K, L"
14,27,Reef,0.803,'<= 0.982,"",'<= -0.092,D,"A, B, C, E, F, G, H, I, J, K, L"
14,28,Reef,0.801,'> 1.668,'-0.083 < x <= -0.043,'<= 0.206,Any,None
14,29,Reef,0.7819999999999999,"",'> 0.012,'> 0.14,L,"A, B, C, D, E, F, G, H, I, J, K"
14,30,Reef,0.766,'<= 2.88,'> 0.491,'-0.261 < x <= 0.144,"A, B, D, E, F, G, H, J, K, L","C, I"
14,31,Reef,0.75,'<= 1.668,'> 0.486,"","B, C, D, E, F, G, H, I, J, K, L",A
14,32,Reef,0.716,'<= -0.549,"",'<= -0.069,Any,None
14,33,Reef,0.692,"","",'<= -0.261,Any,None
14,34,Reef,0.6829999999999999,"",'> 0.211,"",L,"A, B, C, D, E, F, G, H, I, J, K"
14,35,Reef,0.608,'<= -0.549,"","",Any,None
14,36,Reef,0.5700000000000001,'1.668 < x <= 2.88,'> -0.083,'<= 0.034,"A, E, F, G, H, J, K, L","B, C, D, I"
14,37,Reef,0.537,'<= 1.668,"",'<= 0.206,"A, E, F, G, H, I, J, K","B, C, D, L"
15,1,Sand,0.7929999999999999,'-0.334 < x <= -0.272,'0.057 < x <= 0.298,'> -0.099,"A, B, C, D, E, F, H, I, J, K, L",G
15,2,Sand,0.773,"",'<= 0.176,'-0.099 < x <= -0.044,G,"A, B, C, D, E, F, H, I, J, K, L"
15,3,Sand,0.752,'> -1.486,'<= 0.356,'> -0.105,D,"A, B, C, E, F, G, H, I, J, K, L"
15,4,Sand,0.749,'-2.139 < x <= 0.967,'0.182 < x <= 0.222,'-0.099 < x <= -0.044,"A, B, E, F, G, H, I, J, K, L","C, D"
15,5,Sand,0.743,'-2.139 < x <= 0.967,'<= -0.447,'> 0.142,Any,None
15,6,Sand,0.724,'> -2.139,'<= 0.356,"",B,"A, C, D, E, F, G, H, I, J, K, L"
15,7,Sand,0.698,'> -1.606,"",'0.06 < x <= 0.142,E,"A, B, C, D, F, G, H, I, J, K, L"
15,8,Sand,0.688,'> -2.139,'<= 0.057,'> 0.06,A,"B, C, D, E, F, G, H, I, J, K, L"
15,9,Sand,0.6639999999999999,'> -2.139,'<= 0.356,'> -0.099,C,"A, B, D, E, F, G, H, I, J, K, L"
15,10,Sand,0.64,'-1.095 < x <= 0.967,'<= 0.057,'> 0.142,"B, C, D, E, F, G, H, I, J, K, L",A
15,11,Sand,0.63,'-2.139 < x <= 0.92,'<= 0.356,'> -0.044,G,"A, B, C, D, E, F, H, I, J, K, L"
15,12,Sand,0.614,'> -0.787,'<= 0.057,'> 0.06,"B, C, D, E, F, G, H, I, J, K, L",A
15,13,Sand,0.61,'> 0.967,"","",Any,None
15,14,Sand,0.583,'> -0.334,'<= 0.257,"",Any,None
15,15,Reef,0.8560000000000001,'<= 0.967,"",'<= -0.105,D,"A, B, C, E, F, G, H, I, J, K, L"
15,16,Reef,0.8260000000000001,'-0.272 < x <= 0.967,'0.057 < x <= 0.061,"","A, C, D, E, F, G, H, I, J, K, L",B
15,17,Reef,0.7869999999999999,'<= 0.967,"",'0.141 < x <= 0.142,"A, C, D, F, H, I, J, K, L","B, E, G"
15,18,Reef,0.75,'<= 0.967,'-1.148 < x <= 0.057,'<= 0.06,"A, C, D, E, F, G, H, I, J, K, L",B
15,19,Reef,0.745,'<= 0.967,'-1.417 < x <= 0.356,'<= -0.099,"A, C, E, F, H, I, J, K, L","B, D, G"
15,20,Reef,0.6759999999999999,'<= 2.623,'> 0.401,"","A, B, D, E, F, G, H, I, J, K, L",C
15,21,Reef,0.654,'<= 0.967,'> 0.057,'> -0.004,"A, C, E, F, H, I, J, K","B, D, G, L"
15,22,Reef,0.51,'<= 0.967,"","",Any,None
16,1,Sand,0.6789999999999999,'-1.648 < x <= -0.041,'0.157 < x <= 0.205,'-0.134 < x <= 0.126,"B, D, E, F, H, L","A, C, G, I, J, K"
16,2,Sand,0.6759999999999999,'-2.139 < x <= -0.041,'<= -0.234,'> 0.126,"B, C, D, E, F, G, H, I, J, K, L",A
16,3,Sand,0.615,"",'<= -1.381,'> -0.263,"A, B, C, D, E, F, G, I, J, K, L",H
16,4,Sand,0.525,"","",'> -0.263,Any,None
16,5,Reef,0.983,"",'> 0.295,"",J,"A, B, C, D, E, F, G, H, I, K, L"
16,6,Reef,0.961,'<= -2.139,"","","A, B, C, E, F, H, I, J, K, L","D, G"
16,7,Reef,0.9580000000000001,'<= -0.041,'> 0.102,'> 0.126,"B, C, D, E, F, H, I, J, K, L","A, G"
16,8,Reef,0.9470000000000001,'<= -0.041,'> 0.205,"","B, E, F, H, I, J, K, L","A, C, D, G"
16,9,Reef,0.926,'<= -0.041,'<= 0.308,'<= -0.134,"B, C, D, E, F, H, I, J, K, L","A, G"
16,10,Reef,0.902,'<= -0.041,'> 0.308,"","A, B, C, D, E, F, H, I, J, K, L",G
16,11,Reef,0.883,'<= -1.648,"","","B, C, D, E, F, H, I, J, K, L","A, G"
16,12,Reef,0.8720000000000001,'<= 2.454,"",'<= -0.038,I,"A, B, C, D, E, F, G, H, J, K, L"
16,13,Reef,0.8620000000000001,"",'-1.404 < x <= -1.274,"",H,"A, B, C, D, E, F, G, I, J, K, L"
16,14,Reef,0.8320000000000001,'> 2.031,'<= -0.82,"",H,"A, B, C, D, E, F, G, I, J, K, L"
16,15,Reef,0.7959999999999999,'2.238 < x <= 2.283,"",'<= -0.026,"B, D, E, F, G, I, J, K, L","A, C, H"
16,16,Reef,0.776,'0.003 < x <= 2.454,'> 0.414,'<= 0.204,"B, D, E, F, G, H, J, K, L","A, C, I"
16,17,Reef,0.772,'<= 0.238,'> 0.35,"",C,"A, B, D, E, F, G, H, I, J, K, L"
16,18,Reef,0.757,'<= -3.314,"","",Any,None
16,19,Reef,0.75,'0.003 < x <= 0.019,'> -2.541,'<= 0.204,"A, B, E, F, G, H, K, L","C, D, I, J"
16,20,Reef,0.746,'2.367 < x <= 2.454,'<= 0.389,'-0.026 < x <= 0.204,"B, C, D, E, F, G, J, K, L","A, H, I"
16,21,Reef,0.737,'<= 1.353,'> -1.381,'<= -0.026,"A, B, E, F, H, I, L","C, D, G, J, K"
16,22,Reef,0.722,'<= -0.041,'> -0.234,"","B, E, F, H, I","A, C, D, G, J, K, L"
16,23,Reef,0.715,'<= 0.712,'> 0.228,"",J,"A, B, C, D, E, F, G, H, I, K, L"
16,24,Reef,0.705,'<= -0.041,"","",J,"A, B, C, D, E, F, G, H, I, K, L"
16,25,Reef,0.692,"",'> 0.545,'> -0.263,"A, B, D, E, F, G, H, I, J, K, L",C
16,26,Reef,0.69,"","",'<= -0.263,Any,None
16,27,Reef,0.6599999999999999,'<= -0.041,'> -2.541,'<= 0.126,"B, E, F, H, I, L","A, C, D, G, J, K"
16,28,Reef,0.5630000000000001,'> 0.038,'> 0.134,'> -0.026,L,"A, B, C, D, E, F, G, H, I, J, K"
17,1,Sand,0.754,'-0.549 < x <= 1.501,'<= 0.334,'-0.17 < x <= -0.161,"A, B, E, F, G, H, I, J, K, L","C, D"
17,2,Sand,0.74,'> -0.549,'<= 0.334,'> -0.17,D,"A, B, C, E, F, G, H, I, J, K, L"
17,3,Sand,0.735,'-0.744 < x <= -0.656,"","",G,"A, B, C, D, E, F, H, I, J, K, L"
17,4,Sand,0.6739999999999999,'> -0.549,'<= 0.181,"",K,"A, B, C, D, E, F, G, H, I, J, L"
